id_acidente,id_veiculo,TipoVeiculo,SexoCondutor,idade_condutor,CategoriaHabilitacao,UsaCintoSeguranca,EstadoAlcoolizacao,escolaridade
D021801518,01,moto,Masculino,18,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801518,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801523,01,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801523,02,automóvel,Masculino,41,Sem Informação,Sem Informação,Branco,Sem Informação
D021801527,01,automóvel,Masculino,19,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021801531,01,caminhonete,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801532,01,automóvel,Masculino,72,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801532,02,automóvel,Feminino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801534,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021801534,02,automóvel,Feminino,44,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801536,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021801541,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801544,01,moto,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021801544,02,automóvel,Masculino,38,Sem Informação,Sem Informação,Branco,Superior
D021801545,01,ônibus,Masculino,60,Sem Informação,Sem Informação,Branco,Sem Informação
D021801546,01,automóvel,Masculino,23,Sem Informação,Sem Informação,Branco,Sem Informação
D021801551,01,automóvel,Masculino,62,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801552,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801557,01,moto,Masculino,24,Inabilitado,Sem Informação,Branco,Sem Informação
D021801557,02,automóvel,Masculino,60,Sem Informação,Sem Informação,Branco,Superior
D021801559,01,automóvel,Masculino,43,Sem Informação,Sem Informação,Branco,Sem Informação
D021801559,02,moto,Masculino,62,Sem Informação,Sem Informação,Branco,Superior
D021801560,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801564,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801567,01,caminhão,Masculino,36,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801573,01,automóvel,Masculino,47,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801573,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801575,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Superior
D021801575,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801577,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801577,02,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Superior
D021801579,01,caminhonete,Masculino,67,Sem Informação,Sem Informação,Branco,Sem Informação
D021801585,01,ônibus,Masculino,35,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801587,01,caminhonete,Masculino,23,Habilitado,Sem Informação,Branco,Ensino Fundamental II
D021801589,01,moto,Masculino,32,Habilitado,Sem Informação,Branco,Ensino Médio
D021801593,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801594,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801594,02,automóvel,Masculino,33,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801595,01,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Superior
D021801595,02,moto,Masculino,39,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801595,03,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801606,01,automóvel,Masculino,19,Sem Informação,Sem Informação,Branco,Sem Informação
D021801606,02,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801607,01,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801607,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801610,01,automóvel,Masculino,23,Inabilitado,Sem Informação,Alcoolizado,Sem Informação
D021801610,02,automóvel,Masculino,26,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801610,03,automóvel,Masculino,51,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801613,01,automóvel,Masculino,33,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801616,01,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801617,01,automóvel,Feminino,51,Habilitado,Sem Informação,Branco,Ensino Médio
D021801617,02,moto,Masculino,26,Habilitado,Sem Informação,Branco,Ensino Médio
D021801617,03,automóvel,Masculino,42,Habilitado,Sem Informação,Branco,Ensino Fundamental II
D021801621,01,automóvel,Masculino,51,Inabilitado,Sem Informação,Alcoolizado,Ensino Médio
D021801628,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801628,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801631,01,moto,Masculino,29,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021801631,02,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801639,01,automóvel,Masculino,27,Sem Informação,Sem Informação,Branco,Superior
D021801642,01,bicicleta,Masculino,65,Não Exigível,Sem Informação,Branco,Ensino Fundamental I
D021801642,02,automóvel,Feminino,49,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801647,01,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801647,02,automóvel,Feminino,63,Habilitado,Sem Informação,Branco,Sem Informação
D021801648,01,moto,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021801648,02,automóvel,Masculino,45,Sem Informação,Sem Informação,Branco,Superior
D021801651,01,automóvel,Masculino,60,Sem Informação,Sem Informação,Branco,Sem Informação
D021801651,02,bicicleta,Masculino,39,Não Exigível,Sem Informação,Branco,Ensino Fundamental I
D021801653,01,automóvel,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021801653,02,automóvel,Masculino,24,Sem Informação,Sem Informação,Branco,Sem Informação
D021801654,01,automóvel,Masculino,40,Sem Informação,Sem Informação,Branco,Sem Informação
D021801656,01,moto,Masculino,31,Habilitado,Sem Informação,Branco,Sem Informação
D021801656,02,automóvel,Feminino,46,Habilitado,Sem Informação,Branco,Sem Informação
D021801657,01,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Superior
D021801657,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801661,01,ônibus,Masculino,42,Sem Informação,Sem Informação,Não Alcoolizado ,Sem Informação
D021801663,01,automóvel,Masculino,31,Habilitado,Sem Informação,Branco,Sem Informação
D021801663,02,moto,Masculino,41,Sem Informação,Sem Informação,Branco,Sem Informação
D021801664,01,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801665,01,bicicleta,Masculino,14,Não Exigível,Sem Informação,Branco,Sem Informação
D021801665,02,automóvel,Masculino,70,Sem Informação,Sem Informação,Branco,Sem Informação
D021801672,01,caminhonete,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801673,01,automóvel,Masculino,25,Sem Informação,Sem Informação,Branco,Sem Informação
D021801677,01,ônibus,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801677,02,bicicleta,Masculino,15,Não Exigível,Sem Informação,Branco,Sem Informação
D021801680,01,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801682,01,moto,Masculino,25,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021801682,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801685,01,automóvel,Masculino,26,Habilitado,Sem Informação,Branco,Superior
D021801692,01,automóvel,Masculino,38,Habilitado,Sem Informação,Branco,Ensino Médio
D021801692,02,automóvel,Feminino,30,Sem Informação,Sem Informação,Branco,Superior
D021801693,01,caminhonete,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021801708,01,caminhonete,Masculino,42,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801711,01,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801711,02,automóvel,Masculino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021801714,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801714,02,caminhão,Masculino,71,Sem Informação,Sem Informação,Não Alcoolizado ,Sem Informação
D021801715,01,automóvel,Feminino,40,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801715,02,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801721,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801722,01,automóvel,Masculino,20,Sem Informação,Sem Informação,Suspeita de Álcool,Ensino Fundamental II
D021801726,01,automóvel,Feminino,55,Habilitado,Sem Informação,Branco,Superior
D021801728,01,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Superior
D021801728,02,sem informação,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801731,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801731,02,automóvel,Masculino,33,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801732,01,moto,Masculino,60,Sem Informação,Sem Informação,Branco,Superior
D021801732,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801733,01,caminhonete,Masculino,70,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801733,02,moto,Feminino,29,Inabilitado,Sem Informação,Branco,Sem Informação
D021801737,01,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021801737,02,moto,Masculino,28,Inabilitado,Sem Informação,Branco,Sem Informação
D021801738,01,ônibus,Masculino,47,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801739,01,ônibus,Masculino,40,Sem Informação,Sem Informação,Branco,Sem Informação
D021801742,01,caminhonete,Masculino,48,Habilitado,Sem Informação,Branco,Sem Informação
D021801743,01,moto,Masculino,18,Sem Informação,Sem Informação,Branco,Sem Informação
D021801743,02,caminhonete,Masculino,55,Sem Informação,Sem Informação,Branco,Sem Informação
D021801750,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801750,02,automóvel,Masculino,44,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801752,01,moto,Masculino,41,Sem Informação,Sem Informação,Branco,Sem Informação
D021801754,01,automóvel,Masculino,42,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801757,01,moto,Masculino,51,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021801757,02,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801758,01,moto,Masculino,30,Inabilitado,Sem Informação,Branco,Ensino Médio
D021801758,02,caminhonete,Masculino,62,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021801764,01,caminhão,Masculino,47,Sem Informação,Sem Informação,Branco,Sem Informação
D021801765,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801765,02,automóvel,Masculino,53,Sem Informação,Sem Informação,Branco,Superior
D021801772,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801772,02,automóvel,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801775,01,automóvel,Masculino,50,Sem Informação,Sem Informação,Alcoolizado,Sem Informação
D021801777,01,automóvel,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021801777,02,automóvel,Masculino,20,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801778,01,moto,Masculino,23,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801778,02,caminhão,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801778,03,ônibus,Masculino,33,Sem Informação,Sem Informação,Branco,Sem Informação
D021801783,01,bicicleta,Masculino,36,Não Exigível,Sem Informação,Branco,Superior
D021801783,02,automóvel,Masculino,44,Sem Informação,Sem Informação,Branco,Sem Informação
D021801788,01,moto,Feminino,29,Habilitado,Sem Informação,Branco,Ensino Médio
D021801788,02,automóvel,Masculino,33,Habilitado,Sem Informação,Branco,Ensino Médio
D021801794,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Superior
D021801794,02,automóvel,Feminino,40,Sem Informação,Sem Informação,Branco,Superior
D021801797,01,moto,Feminino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021801798,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801801,01,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801801,02,automóvel,Masculino,57,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801809,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801809,02,automóvel,Feminino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801810,01,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Sem Informação
D021801810,02,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801811,01,caminhão,Masculino,38,Sem Informação,Sem Informação,Branco,Sem Informação
D021801811,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801812,01,automóvel,Feminino,50,Sem Informação,Sem Informação,Branco,Superior
D021801816,01,moto,Masculino,32,Inabilitado,Sem Informação,Branco,Sem Informação
D021801816,02,automóvel,Feminino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021801817,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801817,02,automóvel,Feminino,62,Sem Informação,Sem Informação,Branco,Superior
D021801818,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801822,01,sem informação,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801823,01,caminhonete,Masculino,56,Habilitado,Sem Informação,Branco,Sem Informação
D021801823,02,automóvel,Feminino,61,Habilitado,Sem Informação,Branco,Sem Informação
D021801824,01,moto,Masculino,26,Sem Informação,Sem Informação,Branco,Sem Informação
D021801824,02,automóvel,Feminino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801826,01,ônibus,Masculino,60,Sem Informação,Sem Informação,Branco,Sem Informação
D021801829,01,automóvel,Feminino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021801829,02,caminhão,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801830,01,ônibus,Masculino,39,Sem Informação,Sem Informação,Não Alcoolizado ,Sem Informação
D021801832,01,moto,Masculino,37,Sem Informação,Sem Informação,Branco,Sem Informação
D021801832,02,automóvel,Masculino,64,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021801832,03,automóvel,Masculino,37,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801836,01,moto,Masculino,54,Sem Informação,Sem Informação,Branco,Sem Informação
D021801836,02,automóvel,Masculino,64,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801837,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801837,02,automóvel,Masculino,42,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801846,01,automóvel,Masculino,21,Sem Informação,Sem Informação,Branco,Sem Informação
D021801846,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801847,01,automóvel,Feminino,49,Habilitado,Sem Informação,Branco,Ensino Fundamental II
D021801847,02,moto,Masculino,20,Sem Informação,Sem Informação,Branco,Sem Informação
D021801849,01,automóvel,Masculino,45,Sem Informação,Sem Informação,Suspeita de Álcool,Sem Informação
D021801851,01,automóvel,Feminino,36,Sem Informação,Sem Informação,Branco,Superior
D021801851,02,moto,Masculino,41,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801854,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801855,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801856,01,automóvel,Feminino,32,Sem Informação,Sem Informação,Branco,Superior
D021801856,02,caminhão,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801859,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801859,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801859,03,automóvel,Feminino,71,Sem Informação,Sem Informação,Branco,Superior
D021801861,01,caminhonete,Masculino,38,Habilitado,Sem Informação,Branco,Sem Informação
D021801861,02,bicicleta,Masculino,17,Não Exigível,Sem Informação,Branco,Sem Informação
D021801865,01,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801872,01,automóvel,Masculino,28,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801873,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Sem Informação
D021801873,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801875,01,automóvel,Masculino,27,Sem Informação,Sem Informação,Branco,Sem Informação
D021801878,01,moto,Masculino,21,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801880,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801880,02,automóvel,Masculino,52,Sem Informação,Sem Informação,Branco,Sem Informação
D021801881,01,automóvel,Masculino,22,Sem Informação,Sem Informação,Branco,Sem Informação
D021801882,01,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801883,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801884,01,moto,Masculino,27,Habilitado,Sem Informação,Branco,Ensino Médio
D021801886,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Superior
D021801886,02,caminhonete,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801886,03,automóvel,Masculino,66,Sem Informação,Sem Informação,Branco,Superior
D021801887,01,moto,Masculino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021801887,02,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801889,01,automóvel,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801892,01,caminhonete,Feminino,22,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801896,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801898,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021801898,02,automóvel,Feminino,45,Sem Informação,Sem Informação,Branco,Superior
D021801899,01,automóvel,Masculino,64,Sem Informação,Sem Informação,Branco,Superior
D021801899,02,moto,Feminino,47,Sem Informação,Sem Informação,Branco,Superior
D021801900,01,moto,Masculino,39,Sem Informação,Sem Informação,Branco,Sem Informação
D021801900,02,automóvel,Masculino,19,Sem Informação,Sem Informação,Branco,Sem Informação
D021801905,01,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021801905,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801914,01,automóvel,Masculino,27,Sem Informação,Sem Informação,Não Alcoolizado ,Sem Informação
D021801915,01,micro-ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801920,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801922,01,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801922,02,automóvel,Masculino,33,Sem Informação,Sem Informação,Não Alcoolizado ,Superior
D021801923,01,moto,Masculino,19,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801923,02,automóvel,Feminino,44,Sem Informação,Sem Informação,Branco,Sem Informação
D021801924,01,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801930,01,automóvel,Feminino,28,Sem Informação,Sem Informação,Branco,Superior
D021801937,01,automóvel,Feminino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801940,01,automóvel,Feminino,34,Sem Informação,Sem Informação,Branco,Superior
D021801940,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Suspeita de Álcool,Sem Informação
D021801944,01,automóvel,Masculino,62,Sem Informação,Sem Informação,Branco,Sem Informação
D021801947,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021801947,02,automóvel,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021801947,03,automóvel,Feminino,56,Sem Informação,Sem Informação,Branco,Superior
D021801951,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Sem Informação
D021801951,02,automóvel,Masculino,20,Sem Informação,Sem Informação,Branco,Sem Informação
D021801953,01,automóvel,Masculino,35,Sem Informação,Sem Informação,Branco,Superior
D021801955,01,moto,Masculino,36,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801958,01,automóvel,Masculino,29,Inabilitado,Sem Informação,Branco,Ensino Fundamental II
D021801963,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801964,01,moto,Masculino,35,Habilitado,Sem Informação,Branco,Sem Informação
D021801964,02,automóvel,Masculino,20,Inabilitado,Sem Informação,Branco,Sem Informação
D021801966,01,ônibus,Masculino,36,Sem Informação,Sem Informação,Branco,Sem Informação
D021801967,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801970,01,ônibus,Masculino,26,Sem Informação,Sem Informação,Não Alcoolizado ,Ensino Médio
D021801973,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021801973,02,automóvel,Masculino,38,Sem Informação,Sem Informação,Branco,Superior
D021801974,01,bicicleta,Masculino,37,Não Exigível,Sem Informação,Branco,Ensino Fundamental II
D021801979,01,automóvel,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021801979,02,automóvel,Masculino,28,Sem Informação,Sem Informação,Branco,Sem Informação
D021801985,01,automóvel,Masculino,70,Sem Informação,Sem Informação,Branco,Sem Informação
D021801985,02,caminhonete,Masculino,21,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021801986,01,moto,Masculino,56,Sem Informação,Sem Informação,Branco,Sem Informação
D021801986,02,automóvel,Masculino,36,Sem Informação,Sem Informação,Branco,Superior
D021801987,01,automóvel,Masculino,34,Sem Informação,Sem Informação,Branco,Superior
D021801987,02,caminhonete,Masculino,45,Sem Informação,Sem Informação,Branco,Ensino Médio
D021801991,01,moto,Masculino,48,Sem Informação,Sem Informação,Branco,Sem Informação
D021802005,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802005,02,bicicleta,Feminino,31,Não Exigível,Sem Informação,Branco,Superior
D021802008,01,moto,Masculino,27,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802008,02,automóvel,Masculino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021802013,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802013,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802015,01,automóvel,Masculino,50,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802016,01,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802021,01,ônibus,Masculino,32,Sem Informação,Sem Informação,Branco,Sem Informação
D021802022,01,moto,Masculino,35,Sem Informação,Sem Informação,Branco,Sem Informação
D021802022,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802023,01,moto,Masculino,49,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802023,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802033,01,automóvel,Feminino,31,Sem Informação,Sem Informação,Branco,Superior
D021802033,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802034,01,moto,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802037,01,caminhonete,Masculino,41,Sem Informação,Sem Informação,Branco,Superior
D021802041,01,moto,Masculino,43,Sem Informação,Sem Informação,Branco,Sem Informação
D021802041,02,automóvel,Masculino,39,Sem Informação,Sem Informação,Branco,Superior
D021802043,01,moto,Masculino,49,Sem Informação,Sem Informação,Branco,Superior
D021802043,02,automóvel,Feminino,49,Sem Informação,Sem Informação,Branco,Superior
D021802050,01,automóvel,Masculino,46,Sem Informação,Sem Informação,Alcoolizado,Sem Informação
D021802050,02,automóvel,Masculino,50,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802056,01,moto,Masculino,39,Sem Informação,Sem Informação,Branco,Sem Informação
D021802059,01,moto,Masculino,31,Habilitado,Sem Informação,Branco,Sem Informação
D021802059,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802061,01,caminhão,Masculino,46,Sem Informação,Sem Informação,Branco,Sem Informação
D021802063,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802063,02,moto,Masculino,38,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802063,03,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802063,04,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802063,05,moto,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802066,01,moto,Masculino,25,Sem Informação,Sem Informação,Branco,Sem Informação
D021802066,02,automóvel,Masculino,50,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802069,01,moto,Masculino,42,Sem Informação,Sem Informação,Branco,Superior
D021802069,02,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802076,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802076,02,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802079,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802080,01,moto,Masculino,23,Sem Informação,Sem Informação,Branco,Sem Informação
D021802080,02,moto,Masculino,18,Sem Informação,Sem Informação,Branco,Sem Informação
D021802082,01,bicicleta,Masculino,46,Não Exigível,Sem Informação,Branco,Sem Informação
D021802086,01,moto,Masculino,24,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802086,02,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802087,01,bicicleta,Masculino,40,Não Exigível,Sem Informação,Branco,Superior
D021802090,01,moto,Masculino,50,Sem Informação,Sem Informação,Branco,Ensino Médio
D021802091,01,moto,Masculino,19,Sem Informação,Sem Informação,Branco,Sem Informação
D021802091,02,automóvel,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802098,01,moto,Masculino,31,Sem Informação,Sem Informação,Branco,Ensino Fundamental I
D021802100,01,moto,Masculino,29,Sem Informação,Sem Informação,Branco,Ensino Fundamental II
D021802104,01,ônibus,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802116,01,moto,Masculino,34,Sem Informação,Sem Informação,Branco,Sem Informação
D021802116,02,automóvel,Feminino,31,Sem Informação,Sem Informação,Branco,Sem Informação
D021802119,01,sem informação,Sem Informação,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802121,01,automóvel,Masculino,SI,Sem Informação,Sem Informação,Branco,Sem Informação
D021802127,01,moto,Masculino,30,Sem Informação,Sem Informação,Branco,Sem Informação
D021802127,02,automóvel,Feminino,24,Sem Informação,Sem Informação,Branco,Superior
D021802130,01,moto,Masculino,32,Sem Informação,Sem Informação,Branco,Sem Informação
