id_acidente,cadlogA,nomeA,cadlogB,nomeB,alt_num,referencia,data,hora,CodigoAcidente,dp,bo,automovel,moto,onibus,caminhao,bicicleta,onibus_fretado,onibus_urbano,microonibus,caminhonete,carroca,outros,sem_informacao,ferida,obito,det,distrito,princ_a,princ_b,TipoAcidente,latitude,longitude,geocoding,obstaculo,observacao,ocorrenciaPolicial
D021802056,16183,PETROBRAS, RUA,     ,,600,               ,03/02/2018,20:30,com vítima,41 ,612   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,4 ,16183,,Queda moto/bicicleta,-23.5722,-46.5143,,,,
D021802059,06642,ESTADO, AV  DO ,     ,,1115,               ,16/02/2018,15:00,com vítima,12 ,1222  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN3,9 ,06642,,Colisão lateral,-23.5256,-46.629,,,,
D021802061,18826,BENTO GUELFI, AV ,     ,,270,               ,27/02/2018,07:00,atropelamento,49 ,1830  ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,SE3,33,18826,,Atropelamento,-23.5969,-46.4346,,,,
D021802063,07500,FRANCISCO MORATO, AV  PROF ,     ,,176,               ,16/02/2018,19:00,com vítima,34 ,1317  ,0,4,0,0,0,0,0,0,0,0,0,1,1,0,OE3,12,07500,,Colisão lateral,-23.5743,-46.7064,,,,
D021802066,01497,ANTONIA DE QUEIROS, RUA DONA ,     ,,469,               ,04/02/2018,21:30,com vítima,04 ,610   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE1,26,01497,,Colisão lateral,-23.5489,-46.6537,,,,
D021802069,46186,SOMOS TODOS IGUAIS, TV ,     ,,0,PX AV M PROJETA,02/02/2018,10:00,com vítima,49 ,1044  ,0,2,0,0,0,0,0,0,0,0,0,0,2,0,SE3,33,46186,,Choque,-23.6068,-46.4445,,SI,,
D021802076,17772,SANT'ANNA, AV  COMEN,     ,,135,               ,04/02/2018,18:00,com vítima,47 ,1675  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO3,19,17772,,Colisão traseira,-23.6671,-46.7726,,,,
D021802079,45352,RAPIZ, RUA,     ,,0,NC             ,03/02/2018,10:37,atropelamento,53 ,688   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE3,57,45352,,Atropelamento,-23.5837,-46.451,,,,
D021802080,35116,ENTRE-FOLHAS, RUA,     ,,276,               ,10/02/2018,02:10,com vítima,62 ,1083  ,0,2,0,0,0,0,0,0,0,0,0,0,2,0,SE3,24,35116,,Colisão,-23.56,-46.5087,,,,
D021802082,07153,FIORELLI PECCICACCO, RUA,     ,,700,               ,04/02/2018,13:00,com vítima,46 ,648   ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NO3,61,07153,,Sem Informação,-23.4045,-46.7415,,,,
D021802086,10918,JOSE DINIZ, AV  VER  ,06191,EDSON, RUA,0,               ,16/02/2018,20:30,com vítima,27 ,1548  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO1,15,06191,10918,Colisão lateral,-23.6199,-46.6773,,,,
D021802087,03813,CAETANO ALVARES, AV  ENG  ,     ,,3135,               ,05/02/2018,06:25,com vítima,13 ,1626  ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CN1,21,03813,,Sem Informação,-23.4903,-46.6553,,,,
D021802090,18993,TIRADENTES, AV ,     ,,0,NC             ,20/02/2018,18:40,com vítima,02 ,1540  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN3,9 ,18993,,Queda moto/bicicleta,-23.5345,-46.6334,,,,
D021802091,20066,ZILDA, RUA,     ,,741,               ,04/02/2018,01:51,com vítima,13 ,967   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,21,20066,,Colisão,-23.4926,-46.6617,,,,
D021802098,09220,INTERLAGOS, AV ,     ,,0,AVENIDA SENADOR,02/02/2018,05:40,com vítima,48 ,378   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU3,22,09220,,Queda moto/bicicleta,-23.656,-46.6794,,,,
D021802100,17083,RICARDO JAFET, AV  DR   ,     ,,1029,               ,24/02/2018,02:29,com vítima,06 ,1190  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,90,17083,,Queda moto/bicicleta,-23.5846,-46.6181,,,,
D021802104,14531,NHAMBIQUARAS, AL  DOS,     ,,799,               ,05/02/2018,06:30,com vítima,27 ,1910  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SO1,32,14531,,Queda ocupante fora,-23.6059,-46.6583,,,,
D021802116,10270,JOAO DIAS, AV ,     ,,1700,               ,27/02/2018,22:13,com vítima,11 ,2350  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO2,71,10270,,Colisão lateral,-23.6445,-46.7166,,,,
D021802119,19692,VIEIRA DE MORAIS, RUA,     ,,540,               ,25/02/2018,07:30,atropelamento,27 ,1908  ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,SO1,15,19692,,Atropelamento,-23.6184,-46.6757,,,,
D021802121,04785,CESAR, RUA DR   ,     ,,0,NC             ,23/02/2018,17:00,atropelamento,13 ,1676  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CN1,70,04785,,Atropelamento,-23.5022,-46.6274,,,,
D021802127,16913,REACAO, RUA,     ,,10,               ,16/02/2018,09:30,com vítima,51 ,500   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE2,12,16913,,Colisão lateral,-23.5726,-46.711,,,,
D021802130,17820,TITO, AV  MAL  ,     ,,6132,               ,02/02/2018,07:30,com vítima,50 ,1372  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE2,36,17820,,Colisão lateral,-23.4949,-46.4042,,,,
D021802134,07061,FERNAO DIAS, VIA,     ,,85000,               ,09/02/2018,17:00,com vítima,73 ,1458  ,2,1,0,0,0,0,0,0,0,0,0,0,1,0,RV1,39,07061,,Colisão lateral,-23.4541,-46.5706,,,,
D021802152,03771,INAJAR DE SOUZA, AV ,     ,,627,               ,28/02/2018,14:15,com vítima,28 ,677   ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,NO2,50,03771,,Colisão,-23.4995,-46.686,,,,
D021802157,19884,VOLUNTARIOS DA PATRIA, RUA,     ,,4070,               ,02/02/2018,17:30,com vítima,20 ,1001  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,70,19884,,Colisão,-23.4839,-46.6302,,,,
D021802161,38472,ERWIN FUHRMANN, RUA,     ,,35,               ,02/02/2018,22:29,com vítima,25 ,1024  ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,SU4,30,38472,,Colisão,-23.7837,-46.6843,,,,
D021802169,70354,TRAJANO REIS, RUA,     ,,47,               ,24/02/2018,10:15,com vítima,34 ,1477  ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,OE2,94,70354,,Colisão transversal,-23.5879,-46.7411,,,,
D021802171,05245,CONSOLACAO, RUA DA ,     ,,770,               ,11/02/2018,09:30,atropelamento,04 ,1246  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,OE1,26,05245,,Atropelamento,-23.5474,-46.6486,,,,
D021802173,22268,OSVALDO VALLE CORDEIRO, AV ,66596,MORUBIXABA, RUA,0,               ,25/02/2018,14:00,atropelamento,66 ,864   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE3,24,22268,66596,Atropelamento,-23.5604,-46.4831,,,,
D021802184,06642,ESTADO, AV  DO ,     ,,8987,               ,26/02/2018,10:30,com vítima,12 ,681   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,34,06642,,Colisão lateral,-23.5833,-46.5991,,,,
D021802185,12611,MANIFESTO, RUA,     ,,1500,               ,18/02/2018,08:20,com vítima,17 ,584   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,34,12611,,Colisão,-23.5861,-46.6001,,,,
D021802186,36031,COLONIA, ES  DA ,     ,,4000,               ,18/02/2018,06:00,com vítima,25 ,1522  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,55,36031,,Colisão lateral,-23.8487,-46.7106,,,,
D021802188,13881,MIGUEL, AV  S    ,     ,,4700,               ,17/02/2018,23:30,com vítima,62 ,1292  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE3,64,13881,,Choque,-23.507,-46.4875,,DE,,
D021802192,45100,TRANSAMERICA, PTE,     ,,0,ALCA DE ACESSO ,25/02/2018,19:00,com vítima,14 ,1807  ,0,1,0,0,0,0,0,0,0,0,0,0,0,1,PB ,71,45100,,Choque,-23.6519,-46.7221,,OU,,
D021802198,34682,CAMPO LIMPO, ES  DO ,     ,,1076,               ,08/02/2018,14:00,com vítima,37 ,438   ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,OE3,17,34682,,Queda ocupante fora,-23.6471,-46.7632,,,,
D021802199,02223,ARLINDO VIEIRA, AV  PDE  ,     ,,900,               ,15/02/2018,04:30,com vítima,26 ,1359  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,68,02223,,Queda moto/bicicleta,-23.6297,-46.602,,,,
D021802202,16049,PENEDO, RUA BR    DE ,18070,SERRA DE JAIRE, RUA,0,               ,01/02/2018,11:15,atropelamento,57 ,399   ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,SE2,1 ,16049,18070,Atropelamento,-23.553,-46.5799,,,,
D021802206,22127,GRANDE SAO PAULO, VD ,     ,,100,               ,17/02/2018,08:40,com vítima,56 ,472   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,TS ,34,22127,,Colisão traseira,-23.5868,-46.5965,,,,
D021802207,04128,CANGAIBA, AV ,     ,,2500,               ,02/02/2018,23:15,com vítima,10 ,962   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE3,18,04128,,Colisão lateral,-23.5059,-46.5307,,,,
D021802216,05289,COQUETA, RUA,     ,,319,               ,01/02/2018,15:38,com vítima,24 ,864   ,0,0,0,1,0,0,0,0,0,0,0,0,1,0,LE3,59,05289,,Choque,-23.5208,-46.5,,PI,,
D021802221,06371,ELISABETH DE ROBIANO, AV  CDSSA,     ,,500,               ,21/02/2018,12:00,com vítima,81 ,773   ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,TT ,8 ,29772,,Colisão traseira,-23.5304,-46.5908,,,,
D021802223,14963,OLIVEIRA ALVES, RUA,11913,LINO COUTINHO, RUA,0,               ,02/02/2018,19:55,com vítima,17 ,960   ,2,0,0,0,0,0,0,0,0,0,0,0,1,0,SE2,34,11913,14963,Colisão frontal,-23.585,-46.6027,,,,
D021802233,17065,RIBEIRO DOS SANTOS, RUA,     ,,54,               ,28/02/2018,18:12,atropelamento,22 ,726   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE2,74,17065,,Atropelamento,-23.4942,-46.4349,,,,
D021802238,15875,PEDRO AMERICO, RUA,     ,,47,               ,23/02/2018,23:25,com vítima,03 ,1186  ,0,0,0,1,1,0,0,0,0,0,0,0,1,0,CN3,66,15875,,Colisão,-23.5413,-46.6418,,,,
D021802240,07645,FRONTIN, AV  CD    DE ,     ,,5000,               ,18/02/2018,14:40,com vítima,21 ,576   ,0,0,0,0,2,0,0,0,0,0,0,0,1,0,LE3,91,07645,,Colisão,-23.5314,-46.525,,,,
D021802242,10393,JOAO NERY, ES  DOM  ,     ,,1838,               ,01/02/2018,07:15,com vítima,50 ,1095  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE2,36,10393,,Colisão traseira,-23.5042,-46.4039,,,,
D021802244,51057,HEBE CAMARGO, AV ,     ,,100,               ,11/02/2018,16:00,com vítima,89 ,1146  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SO2,83,51057,,Choque,-23.6132,-46.7212,,PO,,
D021802245,18151,SEZEFREDO FAGUNDES, AV  CEL  ,     ,,538,               ,24/02/2018,03:00,com vítima,20 ,1677  ,1,0,0,0,0,0,0,0,0,0,0,0,3,0,CN2,81,18151,,Choque,-23.4607,-46.6024,,BA,,
D021802246,07660,FURNAS, RUA,14780,NOVA INDEPENDENCIA, AV ,0,               ,27/02/2018,08:30,com vítima,96 ,1789  ,1,0,0,0,0,0,0,0,1,0,0,0,1,0,SO1,35,07660,14780,Colisão,-23.605,-46.6913,,,,
D021802247,46475,JULIO GADDA, RUA,     ,,350,               ,02/02/2018,13:00,com vítima,101,221   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,30,46475,,Choque,-23.748,-46.6687,,PO,,
D021802251,19958,WILSON, AV  PRES ,     ,,1734,               ,09/02/2018,02:10,com vítima,17 ,1221  ,1,0,0,0,0,0,0,0,0,0,0,0,2,0,SE2,34,19958,,Choque,-23.5681,-46.6042,,PO,,
D021802252,03216,BENTO BRANCO DE ANDRADE FILHO, RUA,     ,,222,               ,16/02/2018,18:20,com vítima,11 ,1683  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO2,71,03216,,Colisão,-23.6453,-46.7223,,,,
D021802256,45755,VIRGILIO CAMPELO, RUA PDE  ,     ,,53,               ,23/02/2018,10:40,com vítima,50 ,1910  ,0,2,0,0,0,0,0,0,0,0,0,0,2,0,LE2,36,45755,,Colisão,-23.5066,-46.3765,,,,
D021802257,24122,GONCALO LOPES, RUA,     ,,50,               ,04/02/2018,11:51,atropelamento,66 ,967   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE3,24,24122,,Atropelamento,-23.5651,-46.4814,,,,
D021802263,15507,TEOTONIO VILELA, AV  SEN  ,     ,,804,               ,24/02/2018,23:54,atropelamento,48 ,1756  ,0,1,0,0,0,0,0,0,0,0,0,0,2,0,SU3,23,15507,,Atropelamento,-23.7088,-46.6994,,,,
D021802270,08940,IBIRAJA, RUA,     ,,169,               ,21/02/2018,13:20,com vítima,35 ,447   ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,SU1,38,08940,,Colisão,-23.6309,-46.6396,,,,
D021802283,11888,LINA, RUA STA  ,18580,TAGARIS, RUA,0,               ,26/02/2018,16:40,com vítima,57 ,692   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,1 ,11888,18580,Colisão lateral,-23.5746,-46.5722,,,,
D021802284,03733,BUTANTA, RUA,     ,,49,               ,21/02/2018,15:30,atropelamento,14 ,1678  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,OE4,62,03733,,Atropelamento,-23.5678,-46.6963,,,,
D021802285,07153,FIORELLI PECCICACCO, RUA,     ,,815,               ,19/02/2018,10:40,com vítima,46 ,633   ,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NO3,61,07153,,Colisão,-23.4046,-46.7424,,,,
D021802288,02181,ARICANDUVA, AV ,     ,,10500,               ,16/02/2018,08:15,com vítima,49 ,702   ,1,1,0,1,0,0,0,0,0,0,0,0,0,1,SE3,73,02181,,Colisão,-23.5927,-46.4708,,,,
D021802292,03813,CAETANO ALVARES, AV  ENG  ,     ,,1540,               ,13/02/2018,09:00,com vítima,40 ,550   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,21,03813,,Choque,-23.501,-46.6652,,PO,,
D021802294,09978,JARDIM JAPAO, AV ,     ,,1170,               ,13/02/2018,23:16,com vítima,39 ,1505  ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,CN2,92,09978,,Colisão,-23.48,-46.5812,,,,
D021802295,07383,FRANCISCO CRUZ, RUA,     ,,513,               ,06/02/2018,19:35,com vítima,16 ,445   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,90,07383,,Colisão,-23.5896,-46.6302,,,,
D021802298,00543,ALCANTARA MACHADO, AV ,     ,,4272,               ,06/02/2018,17:40,com vítima,08 ,796   ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,LE1,8 ,00543,,Colisão lateral,-23.5427,-46.5856,,,,
D021802299,05245,CONSOLACAO, RUA DA ,     ,,93,               ,22/02/2018,12:00,atropelamento,04 ,834   ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CN3,66,05245,,Atropelamento,-23.5476,-46.6418,,,,
D021802304,10376,JOAO MENDES, PCA DR   ,11818,LIBERDADE, AV  DA ,0,               ,24/02/2018,07:30,com vítima,01 ,1197  ,2,0,0,0,0,0,0,0,1,0,0,0,1,0,CN3,78,10376,11818,Colisão traseira,-23.5519,-46.6341,,,,
D021802308,98255,PALMEIRAS (PARELHEIROS), AV  DAS,     ,,48,               ,03/02/2018,21:30,com vítima,25 ,1805  ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,SU4,55,98255,,Queda ocupante fora,-23.8583,-46.704,,,,
D021802310,09477,ITAJUIBE, RUA,63465,BANDEIRA DOS CATAGUAZES, AV ,0,               ,17/02/2018,09:40,com vítima,50 ,1679  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE2,36,09477,63465,Colisão transversal,-23.5063,-46.3879,,,,
D021802315,61669,ITAPAIUNA, RUA,     ,,1,               ,15/02/2018,07:00,com vítima,89 ,1254  ,2,0,0,0,0,0,0,0,0,0,0,0,2,0,SO2,46,61669,,Colisão traseira,-23.6431,-46.7326,,,,
D021802319,09078,IMIRIM, AV ,     ,,4510,               ,09/02/2018,08:00,atropelamento,38 ,449   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,13,09078,,Atropelamento,-23.4742,-46.6661,,,,
D021802320,31919,ROBERTO MARINHO, AV  JORN ,07680,GABRIEL DE LARA, RUA,0,               ,24/02/2018,11:53,com vítima,96 ,1635  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO1,35,17064,31919,Colisão lateral,-23.6151,-46.6894,,,,
D021802323,14270,MORVAN DIAS DE FIGUEIREDO, AV ,     ,,14000,PROX PTE CRUZEI,16/02/2018,09:30,atropelamento,13 ,1314  ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,TT ,70,29772,,Atropelamento,-23.5183,-46.6237,,,,
D021802326,71000,FIRMINOPOLIS, RUA,     ,,35,               ,11/02/2018,19:56,atropelamento,72 ,1210  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NO2,11,71000,,Atropelamento,-23.4512,-46.6891,,,,
D021802328,49005,ITABELA, RUA,     ,,88,               ,03/02/2018,18:00,atropelamento,54 ,674   ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,LE4,25,49005,,Atropelamento,-23.5768,-46.4037,,,,
D021802330,14350,MUTINGA, AV ,     ,,3800,               ,22/02/2018,18:52,com vítima,33 ,1311  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,95,14350,,Colisão transversal,-23.4954,-46.7508,,,,
D021802331,10393,JOAO NERY, ES  DOM  ,     ,,3555,               ,11/02/2018,16:37,com vítima,67 ,1468  ,0,1,0,1,0,0,0,0,0,0,0,0,1,0,LE4,96,10393,,Colisão traseira,-23.5299,-46.3966,,,,
D021802334,15032,ORATORIO, AV  DO ,     ,,2510,               ,02/02/2018,20:50,atropelamento,42 ,665   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SE1,72,15032,,Atropelamento,-23.5925,-46.5448,,,,
D021802336,31919,ROBERTO MARINHO, AV  JORN ,13949,MIGUEL SUTIL (ITAIM BIBI), RUA,0,               ,11/02/2018,00:06,com vítima,96 ,1215  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SO1,35,13949,31919,Colisão transversal,-23.6143,-46.6915,,,,
D021802342,73357,UTARO KANAI, RUA,     ,,800,               ,05/02/2018,10:00,com vítima,44 ,692   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,LE4,31,73357,,Queda moto/bicicleta,-23.566,-46.3942,,,,
D021802347,19201,TUCURUVI, AV ,     ,,520,               ,06/02/2018,16:07,com vítima,39 ,404   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,82,19201,,Colisão,-23.48,-46.6066,,,,
D021802356,43405,IGUATEMI, ES ,45526,NASCER DO SOL, RUA,0,               ,15/02/2018,22:20,atropelamento,54 ,838   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,LE4,47,43405,45526,Atropelamento,-23.5904,-46.4166,,,,
D021802365,13245,MARIA FERRAZ, RUA,     ,,10,               ,12/02/2018,13:00,com vítima,02 ,1256  ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,TT ,9 ,13245,,Colisão lateral,-23.5199,-46.6444,,,,
D021802368,19461,VALERIO, AV  S    ,     ,,115,               ,20/02/2018,18:56,com vítima,34 ,1400  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE3,54,19461,,Colisão lateral,-23.5844,-46.6997,,,,
D021802370,06642,ESTADO, AV  DO ,     ,,5000,               ,28/02/2018,11:00,com vítima,08 ,900050,1,1,0,0,0,0,0,0,0,0,0,0,2,0,SE2,14,06642,,Colisão traseira,-23.5565,-46.6209,,,,
D021802374,19583,VERGUEIRO, RUA,23981,DOMINGO DE SOTO, RUA,0,               ,15/02/2018,22:05,com vítima,06 ,1001  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU1,90,19583,23981,Colisão,-23.5934,-46.6289,,,,
D021802381,13881,MIGUEL, AV  S    ,     ,,2155,               ,05/02/2018,07:35,com vítima,24 ,955   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,LE3,64,13881,,Colisão lateral,-23.5108,-46.5094,,,,
D021802383,43154,TANCREDO NEVES, AV  PRES ,     ,,1265,               ,08/02/2018,14:00,com vítima,26 ,397   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,TS ,27,43154,,Colisão lateral,-23.6156,-46.6087,,,,
D021802387,04531,CASA GRANDE (SAPOPEMBA), AV ,     ,,335,               ,03/02/2018,12:00,com vítima,70 ,1174  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE1,76,04531,,Colisão lateral,-23.6031,-46.5122,,,,
D021802390,19764,VINTE E TRES DE MAIO, AV ,     ,,0,PXVD Pedroso   ,22/02/2018,18:34,com vítima,03 ,1642  ,1,1,0,0,0,0,0,0,0,0,0,0,2,0,SU2,49,19764,,Queda moto/bicicleta,-23.5621,-46.6398,,,,
D021802391,17110,RIO BONITO, AV  DO ,     ,,1011,               ,28/02/2018,08:00,com vítima,102,410   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU4,79,17110,,Colisão lateral,-23.6821,-46.7039,,,,
D021802393,16838,RAIMUNDO PEREIRA DE MAGAL., AV ,     ,,4000,               ,28/02/2018,17:30,com vítima,87 ,680   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,63,16838,,Queda moto/bicicleta,-23.4929,-46.7313,,,,
D021802395,10376,JOAO MENDES, PCA DR   ,     ,,1,               ,05/02/2018,19:45,atropelamento,01 ,772   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN3,78,10376,,Atropelamento,-23.5523,-46.6327,,,,
D021802399,46321,CONSUS, RUA,     ,,0,NC             ,01/02/2018,10:30,atropelamento,63 ,962   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,LE2,87,46321,,Atropelamento,-23.5187,-46.4723,,,,
D021802403,06493,RODRIGO SANCHES, AV  DOM  ,     ,,202,               ,23/02/2018,13:50,com vítima,47 ,2091  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,OE3,19,06493,,Colisão traseira,-23.6612,-46.781,,,,
D021802410,12618,ARTUR CAPODAGLIO, RUA COMEN,     ,,219,               ,05/02/2018,09:30,com vítima,43 ,401   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU3,22,12618,,Colisão,-23.679,-46.647,,VE,,
D021802412,09587,SERRA DE SAO DOMINGOS, RUA,     ,,1500,               ,08/02/2018,21:30,com vítima,32 ,978   ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,SE3,57,09587,,Colisão lateral,-23.5585,-46.4556,,,,
D021802416,45593,TEXTEIS, RUA DOS,39766,NAYLOR DE OLIVEIRA, AV ,0,               ,01/02/2018,15:00,com vítima,54 ,517   ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,LE4,25,39766,45593,Colisão transversal,-23.5869,-46.396,,,,
D021802417,15323,PAICANDU, LGO DO ,     ,,1,               ,19/02/2018,12:12,atropelamento,03 ,762   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CN3,66,15323,,Atropelamento,-23.5426,-46.6385,,,,
D021802418,19649,VICENTE LEITE, RUA,     ,,100,               ,13/02/2018,14:27,com vítima,35 ,474   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU3,22,19649,,Colisão transversal,-23.6642,-46.6568,,,,
D021802421,16171,PESCADORES, RUA DOS,     ,,86,               ,11/02/2018,18:40,atropelamento,06 ,767   ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,SU1,14,16171,,Atropelamento,-23.5593,-46.6163,,,,
D021802427,17824,SAPOPEMBA, AV ,     ,,9400,               ,16/02/2018,03:50,com vítima,41 ,490   ,0,0,2,0,0,0,0,0,0,0,0,0,1,0,SE1,76,17824,,Colisão traseira,-23.6015,-46.5109,,,,
D021802441,98307,JASMINS Z2778 (S├O RAFAEL), RUA DOS,     ,,23,               ,19/02/2018,11:19,com vítima,55 ,428   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SU2,77,98307,,Colisão frontal,-23.6037,-46.6423,,,,
D021802442,64818,CARLOS PEREIRA, RUA,     ,,789,               ,03/02/2018,16:00,com vítima,21 ,991   ,0,2,0,0,0,0,0,0,0,0,0,0,1,0,OE2,67,64818,,Colisão lateral,-23.5676,-46.7616,,,,
D021802443,05175,COLOMBIA, RUA,19402,URUGUAI, RUA,0,               ,16/02/2018,22:00,atropelamento,78 ,1438  ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,OE1,45,05175,8433,Atropelamento,-23.5677,-46.6703,,,,
D021802444,26500,VICENTE RAO, AV  PROF ,     ,,1400,               ,01/02/2018,07:30,com vítima,27 ,1114  ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,SO2,71,26500,,Sem Informação,-23.6362,-46.6774,,,,
D021802445,22688,ANGELO DA SILVA, RUA,     ,,100,               ,12/02/2018,08:00,com vítima,74 ,816   ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,42,22688,,Choque,-23.4453,-46.7322,,PA,,
D021802448,17320,RODRIGUES MONTEMOR, AV ,     ,,287,               ,07/02/2018,20:00,atropelamento,97 ,799   ,0,0,1,0,0,0,0,0,0,0,0,0,0,1,SU3,38,17320,,Atropelamento,-23.6626,-46.6481,,,,
D021802450,05567,CRUZEIRO DO SUL, AV ,     ,,1800,               ,10/02/2018,12:10,com vítima,09 ,542   ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,CN2,70,05567,,Colisão,-23.5127,-46.6247,,,,
D021802453,15572,PASSAROS, RUA DOS,     ,,5,               ,16/02/2018,20:00,com vítima,73 ,1638  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,SE2,53,15572,,Colisão frontal,-23.5559,-46.589,,,,
D021802454,28831,ALEXANDRE COLARES, AV ,     ,,1032,               ,22/02/2018,00:07,com vítima,33 ,1291  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,40,28831,,Colisão,-23.5083,-46.7361,,,,
D021802459,18594,TAIPAS, ES ,     ,,271,               ,28/02/2018,22:00,com vítima,74 ,1410  ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,NO3,42,18594,,Colisão frontal,-23.4522,-46.7365,,,,
D021802464,17799,SANTOS DUMONT, AV ,     ,,1331,               ,25/02/2018,07:08,com vítima,13 ,1559  ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CN1,70,17799,,Queda moto/bicicleta,-23.5118,-46.6288,,,,
D021802465,69792,ENCRUZILHADA DO SUL, RUA,     ,,0,NC             ,08/02/2018,13:00,com vítima,74 ,647   ,1,0,0,0,0,0,0,0,1,0,0,0,1,0,NO2,29,69792,,Colisão transversal,-23.4622,-46.704,,,,
